"timestamp [UTC]",id,"operation_Name",success,resultCode,duration,"operation_Id","cloud_RoleName",invocationId
"7/18/2023, 11:36:20.361 PM",41303b9ba2cab07d,AeneasFunction,True,0,"9273.5813",0c2f6b6669a45043aaa84f6f4d750eaf,"aeneas-func","675aa314-ab29-4622-ad1e-d97df8972ea0"
"7/18/2023, 11:35:26.350 PM",296a01c238610bdf,AeneasFunction,True,0,"9400.7435",5a6b4e74a80dcfbfbe65da2f82096175,"aeneas-func","0ee647fc-a17e-477d-b331-ee648728c706"
"7/18/2023, 11:34:31.746 PM",242902fb56555eb9,AeneasFunction,True,0,"9429.543",21f3be4c48897f1bfabda4dcbc3a79b2,"aeneas-func","f1753a10-8c21-4d5a-914d-e783e82807fc"
"7/18/2023, 11:33:38.680 PM",4fdc98c1a2a4962e,AeneasFunction,True,0,"9698.727700000001",a851861305a42cb434a619f7c8375c25,"aeneas-func","91f49dc2-25b5-43a4-abb2-494997d2d5c8"
"7/18/2023, 11:32:29.603 PM",2561d2b5d3ead4aa,AeneasFunction,True,0,"9104.8884",9fe6c577b128788452295333db1e3d29,"aeneas-func","2502d2b1-7d15-4df0-bc88-5d3b467b2514"
"7/18/2023, 11:31:34.242 PM",a74b35d0480e230a,AeneasFunction,True,0,"9149.7508",6b699d7e3043a3aa31f4c755b0f73359,"aeneas-func","24d5e442-6bac-413f-bea2-57aa128eb1e5"
"7/18/2023, 11:31:21.040 PM",74f29ae77e521368,AeneasFunction,False,0,"206.46200000000002",141969b973d011409d6a71a6497fd8ac,"aeneas-func","1a058cd5-3549-443a-aaad-0d2bf93f26d1"
"7/18/2023, 11:31:20.711 PM",991b2db67e04866c,AeneasFunction,False,0,"254.6337",a723c064aee09f7df99c0f590acb385c,"aeneas-func","32887848-befb-4fec-af00-e097b0909b23"
"7/18/2023, 11:30:28.356 PM",d627ccf4b87c5251,AeneasFunction,True,0,"9370.6939",a330ef1b02a28dacbadafde519aa2777,"aeneas-func","ecb7f3b2-2214-485b-ba96-e18f67e5bbae"
"7/18/2023, 11:29:33.060 PM",a00778dbe043330d,AeneasFunction,True,0,"9395.3785",f40a2eeb8701faa6898b6f60a86db753,"aeneas-func","4b22e7c1-a63d-48a8-b8e2-7002e6e6cf9f"
"7/18/2023, 11:28:40.817 PM",f40d6dece0ca2aa5,AeneasFunction,True,0,"9444.4231",04e99410ac61b9c091abfb8195b20c9d,"aeneas-func","3520127c-859e-4f60-8c7e-51f382db44d9"
"7/18/2023, 11:27:30.340 PM",6d4732541ba03f34,AeneasFunction,True,0,"9395.410100000001",03c5cfe208dc6b8c5712d58df3e0fc32,"aeneas-func","a9a160b4-4c29-4867-be4e-e7fa7042519f"
"7/18/2023, 11:26:24.627 PM",cce8e19d557d3210,AeneasFunction,True,0,"9478.787900000001",787ce429257070aa15e5bc9cf93cae33,"aeneas-func","ec8d290c-b98d-4c01-8c6b-3dfb3280fafd"
"7/18/2023, 11:25:56.389 PM",ca7b8b63325684b3,AeneasFunction,True,0,"9273.7908",3689fc6f632f93f640dbd782d3139da3,"aeneas-func","c6573a59-1a44-43fc-8541-fd135fa9338a"
"7/18/2023, 11:25:30.818 PM",35d43f427051f199,AeneasFunction,True,0,"9359.3055",6c9e1e59de987552524188797a54b934,"aeneas-func","8d887e97-d0ee-47a4-beb0-195484a0b01a"
"7/18/2023, 11:25:01.222 PM",c0ee9c7df0cecfa3,AeneasFunction,True,0,"9249.3148",e83b39cbd3c38c556d456882332c238f,"aeneas-func","ba83db36-8adb-4ab8-8323-e793548852fa"
"7/18/2023, 11:24:37.405 PM",b31c3002e48e1eb0,AeneasFunction,True,0,"9139.4414",6976ed27f457a9f8d14382e70d606922,"aeneas-func","3a98988c-5705-4563-9924-03b461f074ee"
"7/18/2023, 11:23:55.014 PM",51a7657170e0479b,AeneasFunction,True,0,"9118.6713",b45467904ae54305e4ac2814091013a3,"aeneas-func","829f023b-10b8-4803-9f82-eb5ff21178b3"
"7/18/2023, 11:23:29.901 PM",722571a2fd042870,AeneasFunction,True,0,"9663.945800000001",65cad3eb91a2b24d2a4848f20c0bff27,"aeneas-func","4f2d3607-2971-40f1-b86b-5e1d12671197"
"7/18/2023, 11:23:01.306 PM",2f0e670bdfd4bdc0,AeneasFunction,True,0,"9309.074200000001",f25faa7b5552e8e8519e9d5ada06a31e,"aeneas-func","340bc210-f9f3-4f6d-8179-0e06afd3c4d8"
"7/18/2023, 11:22:35.840 PM",576ffa68424dd8f5,AeneasFunction,True,0,"9539.7811",efaa3f93a5f0ce0d9005f8eb12b1c34e,"aeneas-func","63a49791-c397-456b-a78c-80304c2c035a"
"7/18/2023, 11:22:09.027 PM",7defa853fd90a572,AeneasFunction,True,0,"9490.1674",01b070e8c07556566f75431d52e2e3de,"aeneas-func","e850bc8e-bae5-41e9-a17d-02d0a20467d6"
"7/18/2023, 11:21:00.252 PM",c87570b02026ce6d,AeneasFunction,True,0,"9231.644",af3269b0e78ab8ccf37eb913c399f765,"aeneas-func","98f32b45-592d-4722-8b61-25b936abaf79"
"7/18/2023, 11:20:46.091 PM",0eb69ecddea12d16,AeneasFunction,True,0,"9252.2594",52e49cac8700ce2974ddf78e1b1cbf6b,"aeneas-func","cea07f26-b3bb-4b0a-96c3-80182602a94d"
"7/18/2023, 11:20:33.655 PM",dcce2b883a049164,AeneasFunction,False,0,"195.10770000000002",dd0c9e2411a70076f533047b6d51a742,"aeneas-func","b7762dd7-ffd3-421c-a5e1-11618ee8efba"
"7/18/2023, 11:20:33.344 PM",7082e80d36ac5433,AeneasFunction,False,0,"197.7237",6f58a9004fbe71e12e7a4477b125828c,"aeneas-func","d4e52039-f755-45a8-a918-7d1a5e1ed749"
"7/18/2023, 11:20:33.050 PM",feb678ba018201a7,AeneasFunction,False,0,"192.6756",cbbc9b4089227abcc721dfe76b88789e,"aeneas-func","f3d22189-34f9-4bcc-a558-c676488c1630"
"7/18/2023, 11:20:32.747 PM",20db227bce98403a,AeneasFunction,False,0,"222.63420000000002",a62e527f68ee13adc4c32e80b8e3b60a,"aeneas-func","90c6e3a6-3294-4c4c-98b4-fd8ba8a28003"
"7/18/2023, 11:20:21.783 PM",2fe3177db4003068,AeneasFunction,True,0,"9442.9601",158329f8e576ed649bd3e33510084ab2,"aeneas-func","698f9a44-d4d4-4fc3-a357-5d98882df970"
"7/18/2023, 11:19:54.540 PM",2586ed87578acaef,AeneasFunction,True,0,"9135.9079",8876f1bcaf33de642f42c8141b9602da,"aeneas-func","a44bc663-3d8d-46e0-b61c-5585dcb5e454"
"7/18/2023, 11:19:41.446 PM",6cb2fc36ac75a90f,AeneasFunction,True,0,"9527.027100000001",6d15d947402396514e67fd859880bb46,"aeneas-func","a8e0096c-ba06-4c6e-9dce-545611c0018b"
"7/18/2023, 11:19:12.477 PM",f9c3c1a66b89944d,AeneasFunction,True,0,"9255.157000000001",46ae78cd73216a29fc22465f6f6d3f23,"aeneas-func","34cd6770-abba-404f-9f46-bc4ceab77d07"
"7/18/2023, 11:19:00.202 PM",7848c05005accd1c,AeneasFunction,True,0,"9251.875",70a018a6c30c1eceb7eab8a62deb1813,"aeneas-func","9bd3b362-cc40-4d60-836f-b22362a44e04"
"7/18/2023, 11:18:32.825 PM",4fa12a17a1fb07fd,AeneasFunction,True,0,"9247.083700000001",73160fe7a7cd4c93749a6511eff25477,"aeneas-func","a4143363-666b-467e-8c1b-49bae8ee64f3"
"7/18/2023, 11:18:21.351 PM",9108c2ffc2cf0cc5,AeneasFunction,True,0,"9431.662900000001",bf731b4f764e5ca48144a15fcab6e056,"aeneas-func","93c91ad2-c584-4d25-a588-d20764664549"
"7/18/2023, 11:18:08.342 PM",87ec90b744172a05,AeneasFunction,True,0,"9302.9338",4bea99d8dada3320842cb995b81b5cb0,"aeneas-func","3221e716-6fbc-4fbe-850e-d7cc6ae767cb"
"7/18/2023, 11:16:05.879 PM",c352031ddd82971f,AeneasFunction,True,0,"9238.0419",f4d3f7992b898e901d8254bcd6b0c1dc,"aeneas-func","51879b8c-085c-4520-be83-ca87aec04bae"
"7/18/2023, 11:15:52.557 PM",e3a5c095ce3ca6fb,AeneasFunction,True,0,"9429.779",1aa3dc70f157928e1331514a7639542d,"aeneas-func","3695c9f9-671d-4f14-af0a-900578fc314c"
"7/18/2023, 11:15:40.034 PM",f4036095d0ffbff1,AeneasFunction,True,0,"9507.8747",d273ebd432d74b1229d18aab3ba8256c,"aeneas-func","d4a013ba-e253-4620-9ec6-fc26692dd564"
"7/18/2023, 11:15:14.151 PM",db39ce1c090b652d,AeneasFunction,True,0,"9338.1581",6ccf26980bf02469567d17a4f50ab486,"aeneas-func","0da89992-2e5c-4045-a742-c01afaf46173"
"7/18/2023, 11:14:59.816 PM",c890e9e1addea567,AeneasFunction,True,0,"9368.932700000001",b2a15f641d9d767b356f99c5f1618f41,"aeneas-func","a300cff5-0d20-4821-8e1a-2e18b5bd8797"
"7/18/2023, 11:14:47.842 PM",ee03f8c4b6ed2501,AeneasFunction,True,0,"9311.403400000001",29e5fd7ec1b7f1d3ba274f431cef06f2,"aeneas-func","f1b3a528-844d-4292-96fe-59589a6a4f54"
"7/18/2023, 11:14:20.610 PM",71263a0e4e593a93,AeneasFunction,True,0,"9244.715100000001",f8f8c16bcbf4b725dcff06387d28a54e,"aeneas-func","52faec29-6665-4ef8-b9ad-68c5a3bdb0ad"
"7/18/2023, 11:14:06.431 PM",a252ceb7c0413d00,AeneasFunction,True,0,"9073.7616",a8bc66eba7f710dd48ea8f23e757eba4,"aeneas-func","e06dd56a-5ed7-4ae7-bcb4-49935ca58dd6"
"7/18/2023, 11:13:52.742 PM",03d33ba2dc4f6eed,AeneasFunction,True,0,"9264.169100000001",58cba333a9da393862df607ad2e51edf,"aeneas-func","b5e541fb-5f6e-4cf0-9d9c-a29699d69913"
"7/18/2023, 11:13:26.061 PM",5a6b1b9affcd468b,AeneasFunction,True,0,"8771.398500000001",0276024d34d7ab9943c8f4a2a563e179,"aeneas-func","c17d6fa3-3c1e-40cf-bdaf-452a8b3de981"
"7/18/2023, 11:12:32.500 PM",dc80db2051a966a6,AeneasFunction,True,0,"9200.9452",5c1f1ae1903adbe55644ae6d92134e74,"aeneas-func","b6c4c480-ac44-4bc6-82f6-f1eb0c2d7cf1"
"7/18/2023, 11:12:07.398 PM",7eca1a057fec9990,AeneasFunction,True,0,"9415.0663",5687f20c867a52c80dbae7a17ef21fb2,"aeneas-func","49e95439-3082-4ae3-82d3-81d351b7ba0c"
"7/18/2023, 11:11:55.004 PM",260acccf0bcc8241,AeneasFunction,True,0,"9428.4405",60be4d7539d92f1008dd74b553a3ec33,"aeneas-func","d698b609-f980-4e27-a506-bfde8b535fc8"
