compression_start,compression_end,upload_start,upload_end,compression_duration,upload_duration,decompress-timestamp [UTC],decompress-id,decompress-operation_Name,decompress-success,decompress-resultCode,decompress-duration,decompress-operation_Id,decompress-cloud_RoleName,decompress-invocationId,aeneas-timestamp [UTC],aeneas-id,aeneas-operation_Name,aeneas-success,aeneas-resultCode,aeneas-duration,aeneas-operation_Id,aeneas-cloud_RoleName,aeneas-invocationId,total-processing-time,total-time
2023-07-18 15:08:38.136944,2023-07-18 15:08:38.244153,2023-07-18 15:08:47.780021,2023-07-18 15:08:48.125013,107.209,344.992,"7/18/2023, 3:08:48.499 PM",fbb7e77b9cfe9fd3,BlobTriggerEventGrid,True,0,130.4826,a8899f3483568284e1177c4cc65f3214,decompress-func,867c872d-5d71-4dc6-b859-22892488c9f4,"7/18/2023, 3:08:50.123 PM",06d328c8c4653b78,AeneasFunction,True,0,898.0312,2b59d0e25cd460d65432b95e2498983b,aeneas-func,f39f99e7-9a9d-4d29-ac0d-191ea1bc28ba,1135.723,3348.219
2023-07-18 15:08:48.125159,2023-07-18 15:08:48.226059,2023-07-18 15:08:57.779753,2023-07-18 15:08:58.127266,100.9,347.513,"7/18/2023, 3:08:58.520 PM",6b112306f3af7717,BlobTriggerEventGrid,True,0,126.8943,7aa78a68c945ce65b09ff8e994b9c63b,decompress-func,acc574ee-0cf2-45b9-ac01-c51199bc8cf1,"7/18/2023, 3:09:00.314 PM",996bba414fdc1139,AeneasFunction,True,0,992.264,58fe79b3d9cf40b54b936d2f9df8f89b,aeneas-func,5b379741-0816-4b9e-b024-aaf59d0b5bb9,1220.058,3627.411
2023-07-18 15:08:58.127412,2023-07-18 15:08:58.239098,2023-07-18 15:09:07.782528,2023-07-18 15:09:08.128067,111.686,345.539,"7/18/2023, 3:09:08.504 PM",f61ff2262df2b62a,BlobTriggerEventGrid,True,0,123.1795,55f9d684c505d98925ed5c7b735d7481,decompress-func,c9e3fa90-f86f-41a4-bbaf-27ead09d280c,"7/18/2023, 3:09:10.617 PM",4f63dd8819b24f83,AeneasFunction,True,0,1037.605,4888b8da88c6aa7baae100ccb3100e5b,aeneas-func,104c128b-010a-4779-9c47-8e99531e4cee,1272.47,3983.763
2023-07-18 15:11:28.254360,2023-07-18 15:11:28.319066,2023-07-18 15:11:37.782444,2023-07-18 15:11:38.129526,64.706,347.082,"7/18/2023, 3:11:38.596 PM",df5ce168ce1a87c1,BlobTriggerEventGrid,True,0,166.9739,5f75d80055de03b3f781c31a558d8942,decompress-func,3351e3bc-96bd-4dc4-ab36-a2565e7184e2,"7/18/2023, 3:11:44.505 PM",362fec5eab03ab96,AeneasFunction,True,0,938.5766000000001,6acec67888632f33344d493789cb89eb,aeneas-func,4d0c2fc6-ffcc-44b1-8dc8-d8dbf3578baf,1170.256,7725.839
2023-07-18 15:11:38.129670,2023-07-18 15:11:38.224747,2023-07-18 15:12:07.802537,2023-07-18 15:12:08.148830,95.077,346.293,"7/18/2023, 3:12:08.530 PM",087f7438d5ad2fb4,BlobTriggerEventGrid,True,0,159.3238,b1146ae8edae77158eaafae3ca6eaae9,decompress-func,85618587-fc62-4d50-84b5-c1c07e056d32,"7/18/2023, 3:12:15.305 PM",f13e8b17f1babdd3,AeneasFunction,True,0,1026.5951,1cb5fe2c355c98a8da15bf36aa6a9a65,aeneas-func,673d5f96-542e-4840-8c56-acb9c5058667,1280.996,8624.135
2023-07-18 15:12:08.148977,2023-07-18 15:12:08.242723,2023-07-18 15:12:37.802520,2023-07-18 15:12:38.148991,93.746,346.471,"7/18/2023, 3:12:38.565 PM",89ac547542bb8da1,BlobTriggerEventGrid,True,0,153.4814,0bffb023a5e3d8013af3c5eb64b27712,decompress-func,dd39bff3-f57e-4134-b140-aecf415b7a8b,"7/18/2023, 3:12:46.276 PM",4a272dbf92161ae0,AeneasFunction,True,0,984.6269000000001,914cdd51a6b5a4b56ccc3a46ba6d8ca0,aeneas-func,638f242e-f01a-40f5-a6ea-097d1b68c58c,1231.854,9551.853
2023-07-18 15:12:38.149138,2023-07-18 15:12:38.272494,2023-07-18 15:13:07.802498,2023-07-18 15:13:08.148154,123.356,345.656,"7/18/2023, 3:13:08.565 PM",abe9f07a8d580e56,BlobTriggerEventGrid,True,0,199.4936,6d265ec050549f2724cc9d38908d9214,decompress-func,222e9e78-d24c-416f-a0a1-6ca8ff7ecb9c,"7/18/2023, 3:13:17.111 PM",edb16e4de8e206b8,AeneasFunction,True,0,964.0262,97caa28bda3c1a5be0b765485c0c90b3,aeneas-func,cd2a50f2-17e4-4f37-9b9e-cd91dc1d124d,1286.876,10395.884
2023-07-18 15:13:08.148299,2023-07-18 15:13:08.258662,2023-07-18 15:13:37.802498,2023-07-18 15:13:38.146918,110.363,344.42,"7/18/2023, 3:13:38.520 PM",ac2436daf203b650,BlobTriggerEventGrid,True,0,162.5699,caecff9c02055f964b35ebf507e63e6e,decompress-func,61d280ee-dcd0-4190-a7d0-5f79e948fa72,"7/18/2023, 3:13:47.793 PM",930e04001dacb4b2,AeneasFunction,True,0,999.2403,8effd69cb8a279650e69261c7774639b,aeneas-func,cdb502be-2367-4122-9695-37eccc93cfad,1272.173,11100.105
2023-07-18 15:13:38.147064,2023-07-18 15:13:38.257410,2023-07-18 15:14:07.779931,2023-07-18 15:14:08.129370,110.346,349.439,"7/18/2023, 3:14:08.528 PM",7f6b13d55918883b,BlobTriggerEventGrid,True,0,143.8932,7fcb5762e849948d62107aa9c2b54d8f,decompress-func,ac5a099a-9ee5-4159-8594-dad91e10c906,"7/18/2023, 3:14:18.764 PM",88d577bead073082,AeneasFunction,True,0,1053.0122000000001,9472de24b7a1043109841c3e98b730c5,aeneas-func,bf25e1dc-e207-4088-8c64-c23d1d805791,1307.251,12147.427
2023-07-18 15:14:08.129518,2023-07-18 15:14:08.223199,2023-07-18 15:14:37.802570,2023-07-18 15:14:38.147929,93.681,345.359,"7/18/2023, 3:14:38.543 PM",89392a9fd98f2527,BlobTriggerEventGrid,True,0,198.8631,1d66a66829ccc9726da6475835b776c7,decompress-func,44ccf206-da8d-4709-9ee1-e33b4e7426c5,"7/18/2023, 3:14:39.680 PM",7565792b4f8ff130,AeneasFunction,True,0,950.5342,0821456e22ce59f67544823443051d1d,aeneas-func,4ad53d98-8571-4c85-b776-6181c5e9361c,1243.078,2921.645
2023-07-18 15:14:38.148078,2023-07-18 15:14:38.265230,2023-07-18 15:15:07.779449,2023-07-18 15:15:08.126105,117.152,346.656,"7/18/2023, 3:15:08.507 PM",2c3ab8ed24ba804c,BlobTriggerEventGrid,True,0,139.174,6d114b36b00970f2d61fd7888e350ce6,decompress-func,3f4bc5a0-7479-4d5e-8a7b-7d12f97e300c,"7/18/2023, 3:15:10.590 PM",5e8a74ad20c24670,AeneasFunction,True,0,1051.2634,3b18c48577f2fcab87ac52d7409ada6f,aeneas-func,a4ed25c5-eea3-445f-8e7a-15420fd224c5,1307.589,3978.966
2023-07-18 15:15:08.126253,2023-07-18 15:15:08.231449,2023-07-18 15:15:37.802517,2023-07-18 15:15:38.148856,105.196,346.339,"7/18/2023, 3:15:38.513 PM",7fa5b916701ce998,BlobTriggerEventGrid,True,0,195.565,9c66f4f83d44c1965f2d6ba38a877b45,decompress-func,74a00c89-134e-40af-9b36-ac9430a123a2,"7/18/2023, 3:15:41.618 PM",4bee14151047c509,AeneasFunction,True,0,1070.3345000000002,f1cf3602872478c7811d4a7dc3bca44c,aeneas-func,f71c7453-e639-4c62-ace0-6d46fce20910,1371.096,4991.014
2023-07-18 15:15:38.149002,2023-07-18 15:15:38.265532,2023-07-18 15:16:07.779689,2023-07-18 15:16:08.126307,116.53,346.618,"7/18/2023, 3:16:08.527 PM",2a8195c2fc7bd2e1,BlobTriggerEventGrid,True,0,124.4118,a457fe9cc05088215389217b7560c56f,decompress-func,3a37401c-697a-4571-a356-fc60109284d6,"7/18/2023, 3:16:12.821 PM",b8c322976dc2fc1d,AeneasFunction,True,0,997.9204000000001,352bcc741924121cb08bd7a4252c702c,aeneas-func,bcf70517-ea2a-4a09-8d59-6a80518453fd,1238.862,6155.761
2023-07-18 15:18:38.285109,2023-07-18 15:18:38.413287,2023-07-18 15:19:07.792181,2023-07-18 15:19:08.136348,128.178,344.167,"7/18/2023, 3:19:10.295 PM",44b2cd854f6ce5d3,BlobTriggerEventGrid,True,0,572.0556,fe0bdba7906481392ca7b7a903d30e0a,decompress-func,1c306ded-aa88-4573-b247-2714601ddf61,"7/18/2023, 3:19:18.527 PM",35d921c79e4d1150,AeneasFunction,True,0,1134.6308000000001,96644ad33e4a72c6573d8a6c2eb11330,aeneas-func,5cb4643a-10b3-4a6d-9d1b-0158f3912502,1834.864,11997.628
2023-07-18 15:19:08.136493,2023-07-18 15:19:08.243703,2023-07-18 15:20:07.832523,2023-07-18 15:20:08.226112,107.21,393.589,"7/18/2023, 3:20:08.684 PM",07d62301ba3a2f40,BlobTriggerEventGrid,True,0,174.7093,990fea5a3631a8f6cf3d87a5df6e02d6,decompress-func,1ec74c8e-58fe-4132-8b3f-8722750b8b9e,"7/18/2023, 3:20:10.857 PM",12520618a1fcda57,AeneasFunction,True,0,1025.6353000000001,adcce9273e30ced34956803d3ac7fda3,aeneas-func,49291080-fb1d-4f8c-8c21-b28698f5add8,1307.555,4157.322
2023-07-18 15:20:08.226258,2023-07-18 15:20:08.345895,2023-07-18 15:21:07.832420,2023-07-18 15:21:08.180124,119.637,347.704,"7/18/2023, 3:21:08.548 PM",6b2ef04c4da436ce,BlobTriggerEventGrid,True,0,251.5528,4238c84b21bce3c7c855c377fa246aea,decompress-func,dad325a6-47e9-45b7-b390-db89338f6e43,"7/18/2023, 3:21:12.708 PM",95128c1b57fb832e,AeneasFunction,True,0,1310.6287,ecdf5c995c3bbb94aba3074ce52655b6,aeneas-func,ecc79a5b-3f74-43cb-a421-e5a36936a123,1681.818,6305.846
2023-07-18 15:21:08.180270,2023-07-18 15:21:08.301524,2023-07-18 15:22:07.832466,2023-07-18 15:22:08.178610,121.254,346.144,"7/18/2023, 3:22:08.585 PM",185b3aa048560305,BlobTriggerEventGrid,True,0,150.6118,fa8e3f4632c7cd64964b0a0337cabda7,decompress-func,334393a0-25ba-474e-9896-52d3e0cdd11a,"7/18/2023, 3:22:15.348 PM",1b2de907718575de,AeneasFunction,True,0,1033.8543,188966c92660fdf2609b3ecea5933c28,aeneas-func,49d46fbb-9282-47f5-8a0d-98793fd7f5d0,1305.72,8670.642
2023-07-18 15:22:08.178757,2023-07-18 15:22:08.298662,2023-07-18 15:23:07.832470,2023-07-18 15:23:08.179153,119.905,346.683,"7/18/2023, 3:23:08.599 PM",faf0c499660e406e,BlobTriggerEventGrid,True,0,223.5056,35c0423a925fc0efdfdceedf45e44b93,decompress-func,cffe8b0c-924c-4620-aa2a-76b12e5c6daf,"7/18/2023, 3:23:17.483 PM",3dbc012e0b914165,AeneasFunction,True,0,969.9140000000001,bb728dc420de8272f77813bc8301d28c,aeneas-func,6ab9933e-070b-4db6-b897-843fdf853f3d,1313.325,10740.349
